STT,Job_Name,Company_Name,Address,Salary,Nature_Work,Level,Describe,Requirement,Benefits,Deadline,Type_Job
10,"Lập trình viên asp.net, C",Cổ Phần Ngồn Lực Mp,['Hồ Chí Minh'],"[15000, 20000]",Toàn thời gian cố định,Nhân viên,"['\n            ', '\n            ', '\n', '\n-Lập trình phần mềm, ứng dụng cho hệ thống bán lẻ .', '-Triển khai, hướng dẫn sử dụng, xử lý phản hồi của người dùng từ phía các cửa hàng, kinh doanh …', '- Phát triển nâng cấp tính năng hệ thống, sản phẩm mới ứng dụng trong chuỗi cửa hàng bán lẻ.', '-Các công việc khác theo phân công của quản lý          ']","['\n            ', '\n            -Trên 1 năm kinh nghiệm', '-Giỏi cấu trúc dữ liệu và giải thuật, lập trình hướng đối tượng (OOP)', '-Thành thạo ngôn ngữ lập trình C#, ASP.NET MVC, có kiến thức cơ bản về T-SQL.', '-Có kinh nghiệm làm việc với Winform, WPF, DevExpress.', '-Có kiến thức về ReactJS', '-Có kỹ năng làm việc độc lập, giải quyết vấn đề.', '-Có kinh nghiệm về hệ thống bán hàng, kế toán, quản lý kho, ERP là một lợi thế          ']","['\n            ', '\n            -Được hưởng đầy đủ chính sách theo quy định: BHXH, BHYT, các phúc lợi khác theo luật.', '-Lương:700 – 1300$', '-Được rèn luyện, thực hành tất cả kỹ năng khi thực hiện 1 dự án: tiếp nhận yêu cầu, phân tích thiết kế, lập trình, kiểm thử, triển khai, bảo trì.', '-Xét tăng lương hàng năm, mức tăng lương thưởng từ 10%-30% tùy theo năng lực nhân viên và sự tăng trưởng của công ty.', '-Thưởng thêm hàng tháng với các dự án quan trọng .', '-Có phong trào luyện tập thể thao mạnh: chạy bộ, iron man (3 môn bơi đạp chạy) với nhiều runners thành tích cao.          ', '\n              ', '\n              - Đơn xin việc.', '- Sơ yếu lý lịch.', '- Hộ khẩu, chứng minh nhân dân và giấy khám sức khoẻ.', '- Các bằng cấp có liên quan.            ']",,['IT phần mềm']
11,Nhân viên Graphic Designer,Công Ty TNHH Thương Mại Điện Tử Cầu Vồng,['Hồ Chí Minh'],['Thỏa thuận'],Hợp đồng,Nhân viên,"['\n            ', '\n            ', '\n', '\n• Lên ý tưởng, thiết kế, chỉnh sửa các hình ảnh sản phẩm của Công ty;', '• Xây dựng và thiết kế các ấn phẩm quảng cáo trên các kênh Digital Marketing;', '• Thiết kế Website, Banner, logo,..', '• Triển khai các ấn phẩm về hình ảnh (banner, voucher, poster, icon, ads image,...)', '• Các ấn phẩm về video (trailer, ads video, content page video,..) phục vụ hoạt động marketing và đội sale.', '• Chịu trách nhiệm trả ấn phẩm theo đúng timeline yêu cầu kế hoạch đề ra.          ']","['\n            ', '\n            • Sử dụng thành thạo: Photoshop, Illustrator và các phần mềm hỗ trợ đồ họa khác.', '• Ưu tiên ứng viên có khả năng cắt HTML, js, sử dụng bootstrap.', '• Kinh nghiệm: 06 tháng', '• Nhiệt tình, chăm chỉ, có trách nhiệm với công việc.', '• Có khả năng học hỏi, sáng tạo.          ']","['\n            ', '\n            • Hưởng các quyền lợi về BHXH, BHYT.', '• Được trang bị đầy đủ các thiết bị làm việc.', '• Có cơ hội được trở thành leader', '• Tháng lương tháng 13.', '• Làm việc trong môi trường năng động', '• Lương thỏa thuận theo năng lực', '• Cơ hội để học hỏi và phát triển kỹ năng', '• Loại hình công việc: Toàn thời gian.', '• Được đào tạo chuyên sâu.          ', '\n              ', '\n              - Đơn xin việc.', '- Sơ yếu lý lịch.', '- Hộ khẩu, chứng minh nhân dân và giấy khám sức khoẻ.', '- Các bằng cấp có liên quan.            ']",,"['Thiết kế - Mỹ thuật', 'Thiết kế web', 'IT phần mềm']"
12,Junior DBA - Reporting consultant,Công Ty TNHH Upskills Việt Nam,['Hồ Chí Minh'],"[10000, 15000]",Toàn thời gian cố định,Nhân viên,"['\n            ', '\n            ', '\n', '\nYou will take part in client software implementations being responsible for, but not limited to:', '- Interacting with our international clients and business analysts in Singapore', '- Designing reports and dashboards that provide reliable insights in response to our clients requirements', '- Regression analysis between source/target of large batches of reporting data.', '- Taking initiatives to build internal tools to assist with the above responsibilities', '- Working in an agile environment and delivering timely and tailor made solutions          ']","['\n            ', '\n            Required Skills & Experience:', '- Master or Bachelor’s Degree in Information Technology, Mathematics or Science', '- SQL proficiency & experience with at least one well known RDBMS such as SQL Server, Oracle, Sybase, IBM DB2, MySQL.', '- Excellent analytical skills, strong attention to detail and a passion for data', '- 1-2 years work experience in a similar role', '- Intermediate/fluent English and good communication skills', 'Preferred Skills & Experience:', '- For SQL, fluency with Oracle or Sybase is preferred', '- Murex experience (Data Dictionaries, Templates, Workflows)', '- Experience using Java or Python for data analysis', '- XSL scripting', '- Working knowledge of financial products', '- ETL architecture design and experience          ']","['\n            ', '\n            - Thời gian làm việc: 9:00 – 18:00 từ thứ 2 đến thứ 6', '- Đóng bảo hiểm trên 100% lương', '- Gói bảo hiểm Bảo Việt cho Nhân viên chính thức', '- Cơ hội onsite ở Singapore và chi nhánh nước ngoài: Hong Kong, Malaysia… Nếu làm tốt bạn còn có thể trở thành nhân viên chính thức của công ty Singapore.', '- Company trip tại Singapore.          ', '\n              ', '\n              CV            ']",,['IT phần mềm']
13,NHÂN VIÊN TƯ VẤN VÀ HỖ TRỢ CHĂM SÓC KHÁCH HÀNG,Công Viên Phần Mềm Quang Trung,['Hồ Chí Minh'],['Thỏa thuận'],Toàn thời gian cố định,Nhân viên,"['\n            ', '\n            ', '\n', '\n- Tiếp nhận thông tin khách hàng', '- Tư vấn hỗ trợ giải đáp thắc mắc của khách hàng', '- Giúp khách hàng lựa chọn ra sản phẩm phù hợp          ']","['\n            ', '\n            - Tự tin giao tiếp', '- Năng động', '- Chịu khó học hỏi', '- Có ý chí cầu tiến          ']","['\n            ', '\n            - Du lịch hằng năm cùng công ty', '- Thưởng tháng, quý, năm', '- Không cần kinh nghiệm, sẽ được đào tạo thêm', '- Cơ hội thăng tiến cao', '- Môi trường trẻ, năng động          ', '\n              ', '\n              - Đơn xin việc.', '- Sơ yếu lý lịch.', '- Hộ khẩu, chứng minh nhân dân ', '- Các bằng cấp có liên quan.            ']",,"['IT phần mềm', 'Thiết kế web', 'Tư vấn']"
14,Tuyển gấp 02 Lập trình viên làm việc tại Quận 9,Công Ty TNHH MTV Đầu Tư Và Công Nghệ Fibo,['Hồ Chí Minh'],"[15000, 20000]",Toàn thời gian cố định,Nhân viên,"['\n            ', '\n            ', '\n', '\n•\tXây dựng mới, phát triển các tính năng , vận hành và bảo trì các sản phẩm cho công ty .', '•\tR&D công nghệ mới áp dụng cho các sản phẩm hiện có .', '•\tLàm việc teamwork / độc lập tùy theo từng giai đoạn công việc.', '•\tCó thể làm việc remote/onsite cho các đối tác của cty ', '•\tThời gian làm việc: Từ thứ 2 đến thứ 6, 1 tháng làm 2 ngày thứ 7 cách tuần, Nghỉ trưa 1h30p.          ']","['\n            ', '\n            •\tKinh nghiệm từ 1 năm làm việc với PHP, CSS, HTML', '•\tKỹ năng lập trình: PHP, JavaScript, CSS, HTML… cơ sở dữ liệu MySQL', '•\tƯu tiên ứng viên có kinh nghiệm về VueJS', '•\tCó khả năng học hỏi tốt, năng động, tích cực và cởi mở.', '•\tKhả năng làm việc độc lập, và hỗ trợ khi cần thiết', '•\tTinh thần trách nhiệm cao trong công việc, có thể làm việc dưới áp lực cao.          ']","['\n            ', '\n            •\tMức lương: 10 triệu -25 triệu thỏa thuận tù theo năng lực', '•\tPhụ cấp ăn trưa, gửi xe,…', '•\tĐồng nghiệp trẻ trung, hòa đồng', '•\tMôi trường làm việc thân thiện, nhiều hoạt động gắn kết tâp thể', '•\tCó cơ hội phát triển nghề nghiệp, không ngừng thăng tiến với các vị trí thích hợp.', '•\tThưởng hiệu quả công việc, đóng góp đặc biệt cho công ty.', '•\tThưởng lương tháng 13.', '•\tReview lương 2 lần trên năm khi đạt được thành tích tốt.', '•\tNghỉ các ngày Lễ, Tết theo quy định.', '•\tĐược tham gia đầy đủ các chế độ BHXH, BHYT, BHTN theo quy định của Nhà nước.', '•\tCác hoạt đông ăn uống, buffet, sinh nhật, tất niên, du lịch công ty thường niên.          ', '\n              ', '\n              THÔNG TIN LIÊN HỆ VÀ ĐỊA CHỈ LÀM VIỆC:', '- Địa chỉ làm việc: 32 Thủy Lợi, Phước Long A, Quận 9', '-  Email: hr@fibo.vn hoặc liên hệ 0947827047', '- Website: https://fibo.vn/           ', 'Hồ sơ bao gồm: ', '- CV xin việc', '- Đơn xin việc.', '- Sơ yếu lý lịch.', '- Hộ khẩu, chứng minh nhân dân và giấy khám sức khoẻ.', '-  Các bằng cấp có liên quan.            ']",,"['IT phần mềm', 'Điện tử viễn thông', 'Ngành nghề khác']"
15,[HCM] DATA ENGINEER,Công Ty Cổ Phần Kpim,['Hồ Chí Minh'],"[15000, 20000]",Toàn thời gian cố định,Nhân viên,"['\n            ', '\n            ', '\n', '\n-  Xây dựng và vận hành các hệ thống lưu trữ dữ liệu (Database), các kho dữ liệu (Data Warehouse), hồ dữ liệu (Data Lake);', '- Thu thập dữ liệu từ nhiều nguồn để làm giàu kho dữ liệu phân tích chung của doanh nghiệp;', '- Phối hợp với BI Analyst phân tích đánh giá yêu cầu để xây dựng kho dữ liệu cho khách hàng đáp ứng nhu cầu khai thác dữ liệu hiệu quả và lâu dài;', '- Thiết kế giải pháp đồng bộ dữ liệu và xây dựng các luồng thu thập, chuẩn hóa, làm sạch, làm giàu, lưu trữ, xử lý, phân tích dữ liệu.          ']","['\n            ', '\n            Kiến thức về lập trình, cấu trúc dữ liệu & giải thuật;', 'Kiển thức về các loại CSDL (SQL Server, MongoDB, Oracle, PostgreSQL, MySQL, HBase, Cassandra...);', 'Kỹ năng sử dụng ngôn ngữ lập trình (.NET, Python,...), SQL;', 'Thành thạo một trong công cụ ETL dữ liệu (SQL Server Integration Services, Pentaho, Oracle Data Integrator…);', 'Kiến thức về xây dựng luồng xử lý dữ liệu (batch processing, stream processing, ...);', 'Kiến thức về lập trình lưu trữ, xử lý dữ liệu phân tán, xử lý dữ liệu lớn (Hadoop, Spark, Kafka, Elastic,…);', 'Kiến thức về điện toán đám mây, quản trị hệ thống (Azure, Google Cloud Platform, AWS,…).          ']","['\n            ', '\n            Cơ hội gặp gỡ và trực tiếp triển khai dự án cho các khách hàng doanh nghiệp lớn;', 'Cơ hội học hỏi chuyên sâu về lĩnh vực kỹ thuật và các kỹ năng khác từ Manager;', 'Mức lương cạnh tranh + thưởng dự án', 'BHXH, BHYT, du lịch, nghỉ phép, phụ cấp ăn trưa/gửi xe, lương tháng 13, xét duyệt tăng lương định kỳ,...          ', '\n              ', '\n              ** Ứng viên quan tâm vui lòng gửi CV và cover letter tới: recruiting@kpim.vn            ']",,['IT phần mềm']
16,Nhân viên IT,Công Ty TNHH Đức Toàn1,['Bình Định'],['Thỏa thuận'],Toàn thời gian cố định,Nhân viên,"['\n            ', '\n            ', '\n', '\n-\tVận hành, giám sát hoạt động hệ thống mạng, camera.', '-\tSửa chữa, nâng cấp, mua mới các thiết bị vi tính.', '-\tCài đặt windows, office văn phòng và các phần mềm hỗ trợ khác.', '-\tThực hiện việc chọn đơn vị cung cấp, nghiệm thu, công trình, dự án CNTT.', '-\tTạm ứng, quyết toán chi phí liên quan về CNTT.', '-\tHỗ trợ end - user trong quá trình sử dụng phần mềm, máy tính.', '-\tLập trình CNC trên máy sản xuất.', '-\tThực hiện các công việc khác theo sự phân công trực tiếp của cấp trên          ']","['\n            ', '\n            -\tGiới tính: Nam, Tốt nghiệp cao đẳng/đại học về Công nghệ thông tin.', '-\tKinh nghiệm từ 1 năm trở lên.', '-\tTiếng anh trình độ B.', '-\tCó kiến thức chung về công nghệ thông tin, có khả năng tư duy, am hiểu hệ thống mạng, tổng đài IP, camera.', '-\tCó kinh nghiệm về hệ thống mạng LAN, WAN, CAMERA tối thiểu 2 năm.', '-\tCó khả năng làm việc nhóm và làm việc độc lập.', '-\tChịu áp lực công việc cao.', '-\tTác phong lịch sự, nghiêm túc, chấp hành nội quy kỷ luật.          ']","['\n            ', '\n            -\tĐược tái đào tạo', '-\tCó xe đưa đón.', '-\tHưởng đầy đủ các chế độ (bảo hiểm, lương, thưởng, ngày nghỉ) theo quy định của nhà nước hiện hành.', '-\tLương thỏa thuận khi phỏng vấn', 'Địa điểm làm việc: KKT Nhơn Hội.', '???? Vui lòng liên lạc Chị Hằng: 037.642.3042. Hồ sơ xin việc vui lòng gửi qua e-mail: harry@ductoanfurniture.vn hoặc qua đường bưu điện.', 'Thời gian phỏng vấn sẽ được thông báo qua điện thoại.          ', '\n              ', '\n              - Đơn xin việc.', '- Sơ yếu lý lịch.', '- Hộ khẩu, chứng minh nhân dân và giấy khám sức khoẻ.', '- Các bằng cấp có liên quan.            ']",,['IT Phần cứng - mạng']
17,PHP BACKEND DEVELOPER,"Magenest.,jsc",['Hà Nội'],"[10000, 15000]",Toàn thời gian cố định,Nhân viên,"['\n            ', '\n            ', '\n', '\n- Thực hiện các dự án Ecommerce bằng Magento (Open Source and Commerce) cho khách hàng Mỹ, Châu  Âu, Úc ….. ', '- Phát triển các extensions cho Magento theo yêu cầu của công ty và khách hàng', '- Hỗ trợ khách hàng sử dụng các sản phẩm của công ty, tư vấn về mặt giải pháp cho khách hàng. ', '- Phối hợp với Project Manager và Developer khác để project được thực hiện đúng yêu cầu và deadline.', '- Phối hợp với project Manager và Tester để xử lý lỗi và tối ưu hóa vận hành cho các tính năng hiện có.          ']","['\n            ', '\n            - Tốt nghiệp chuyên ngành CNTT, Toán tin.', '- Có ít nhất 1 năm kinh nghiệm làm việc với PHP, MySQL, Git/Bitbucket, JS, HTML5 (ưu tiên kinh nghiệm với Magento)', '- Có tư duy logic, nhiệt tình và sáng tạo trong công việc, có khả năng làm việc trong môi trường áp lực, tinh thần trách nhiệm và kỷ luật cao.', '- Teamwork tốt.', '- Khả năng đọc hiểu Tiếng Anh.          ']","['\n            ', '\n            - Mức lương tương xứng với năng lực up to 1200 USD', '- Xét tăng lương 2 lần/ năm.', '- Thưởng Project, thưởng Tết và thưởng các ngày lễ.', '- Chế độ bảo hiểm theo quy định của Luật Lao động.', '- Công việc năng động, sáng tạo với các dự án hiện đại, đa dạng của nước ngoài: Mỹ, Châu Âu…', '- Được tham gia các khóa đào tạo và phát triển cá nhân cả về chuyên môn, kỹ năng tiếng Anh và các kỹ năng mềm.', '- Tham gia các chương trình du lịch, dã ngoại, team building, sinh nhật cùng công ty thường xuyên.          ', '\n              ', '\n              CV cá nhân            ']",,['IT phần mềm']
18,Tuyển trợ giảng dạy Tin văn phòng (làm giờ hành chính),Công Ty Cổ Phần Giáo Dục Và Phát Triển Công Nghệ Tri Thức Việt,['Hà Nội'],['Thỏa thuận'],Toàn thời gian cố định,Nhân viên,"['\n            ', '\n            ', '\n', '\n- Tham gia trợ giảng , giảng dạy các lớp Tin học văn phòng (Word + Excel + Powerpoint)', '- Chăm sóc học viên tận tình và đánh giá tiến bộ của học viên trong suốt khóa học.', '- Làm các công việc mà giám đốc giao cho', '- Chấp nhận đào tạo các ứng viên mới ra trường nhưng có kiến thức và năng lực thực sự.', '- Thời gian làm việc: Làm giờ hành chính từ Thứ 2 - Thứ 7.          ']","['\n            ', '\n            Tốt nghiệp Cao Đẳng, Đại Học chuyên ngành Công nghệ thông tin, Sư phạm Tin.', '- Luôn chủ động, có trách nhiệm với những nhiệm vụ được giao.', '- Có khả năng giao tiếp tốt, diễn đạt ý tưởng mạch lạc, lưu loát.', '- Phong cách tự tin, cuốn hút.', '- Có khả năng chịu được áp lực công việc.          ']","['\n            ', '\n            - Môi trường làm việc Chuyên nghiệp - Năng động - Thân thiện.', '- Được tập huấn, đào tạo liên tục về Kiến thức các Khóa học và các kỹ năng theo yêu cầu công việc.', '- Được nâng cao trình độ chuyên môn, và đào tạo kỹ năng nghiệp vụ sư phạm.', '- Thu nhập hấp dẫn.', '- Chế độ phúc lợi, đãi ngộ: Nghỉ và thưởng các ngày lễ, tết, du lịch, nghỉ mát...          ', '\n              ', '\n              - Đơn xin việc.', '- Sơ yếu lý lịch.', '- Hộ khẩu, chứng minh nhân dân và giấy khám sức khoẻ.', '- Các bằng cấp có liên quan.            ']",,"['IT phần mềm', 'Giáo dục - Đào tạo', 'Sinh viên mới tốt nghiệp - Thực tập']"
19,Internship Video Edit,Công Ty TNHH Wacontre,['Hồ Chí Minh'],"[1000, 3000]",Bán thời gian,Thực tập sinh,"['\n            ', '\n            ', '\n', '\nCông việc cụ thể', '● Quay và chỉnh sửa hoạt hình 2D, video giới thiệu về các công ty, video giới thiệu sản phẩm / dịch vụ.', '● Sử dụng qua các phần mềm chỉnh sửa video hoặc After effect(Adobe) và Premiere(Adobe)          ']","['\n            ', '\n            ● YÊU CẦU', '- Không yêu cầu kinh nghiệm', '- Thời gian: 1 tuần có thể đến công ty 3 lần (có thể là 1 ngày hoặc nửa ngày/1 lần)', '- Tiếng anh: cơ bản hoặc Tiếng Việt', '- Có từng sử dụng qua các phần mềm chỉnh sửa video hoặc After effect(Adobe) và Premiere(Adobe)', 'Lương：15,000−20,000VND＋ hoa hồng          ']","['\n            ', '\n            - Lương：15,000−20,000VND＋ hoa hồng', '- Cơ hội học hỏi thêm kinh nghiệm khi làm việc tại công ty ', '- Môi trường làm việc thân thiện thoải mái', '- Thời gian: 1 tuần có thể đến công ty 3 lần (có thể là 1 ngày hoặc nửa ngày/1 lần)', '- Công ty không yêu cầu kinh nghiệm          ', '\n              ', '\n              CV            ']",,"['Thiết kế - Mỹ thuật', 'IT phần mềm']"
20,Lập trình viên Frontend,"Magenest.,jsc",['Hà Nội'],"[10000, 15000]",Toàn thời gian cố định,Nhân viên,"['\n            ', '\n            ', '\n', '\n- Cắt giao diện website từ file thiết kế photoshop (PSD) thành HTML/CSS.', '- Phối hợp với team Backend phát triển sản phẩm để triển khai giao diện website cho sản phẩm.', '- Triển khai giao diện HTML/CSS theo yêu cầu của khách hàng trên hệ thống website xây dựng sẵn.', '- Phát triển kho giao diện template cho Magento hoặc Wordpress', '- Nghiên cứu, tìm hiểu các công nghệ về HTML/CSS mới nhất để áp dụng cái tiến sản phẩm.          ']","['\n            ', '\n            - Nắm vững chuyên môn về HTML/CSS, hiểu biết về CSS3, HTML5, có kiến thức cơ bản về PHP và SQL.', '- Biết sử dụng Photoshop, jQuery, Javascript.', '- Có kinh nghiệm với Woocommerce, Magento là một lợi thế.', '- Tư duy logic tốt, năng động, sáng tạo, chủ động trong công việc.', '- Có tinh thần hợp tác và khả năng làm việc nhóm.          ']","['\n            ', '\n            - Mức lương cạnh tranh', '- Bonus projects, lương tháng 13,14; 12 ngày phép, chế độ BHXH, BHYT theo Luật lao động.', '- Cơ hội làm việc với nhiều khách hàng, đối tác trong nước và nước ngoài.', '- Tea break hàng ngày, team building theo quý, du lịch thường niên và các hoạt động văn nghệ, thể thao (giải game, bóng bàn…).', '- Được đào tạo, nâng cao nghiệp vụ, kỹ năng mềm.', '- Cơ hội thăng tiến          ', '\n              ', '\n              CV cá nhân            ']",,['IT phần mềm']
